,g,layers,emb,epoch,kt,avg
410,ER,1,12,5,0.8741859259282115,0.038986971697146926
411,ER,1,12,6,0.8752055712751469,0.03835488569435262
412,ER,1,12,7,0.8762253643094663,0.03780722915034655
413,ER,1,12,8,0.8778241867802254,0.03796466962989839
414,ER,1,12,9,0.8780556419951433,0.03825028286751444
415,ER,1,12,10,0.8785559505944865,0.038684090247265476
416,ER,1,12,11,0.8787210219361732,0.039231802953078855
417,ER,1,12,12,0.8779427633470757,0.038546007739296555
418,ER,1,12,13,0.8777079123034792,0.038692330643114094
419,ER,1,12,14,0.8778525282447145,0.039190526411391285
420,ER,4,12,0,0.8566305599043753,0.04685336963263351
421,ER,4,12,1,0.8734456212151974,0.048786718379903005
422,ER,4,12,2,0.878732010495483,0.05012831468035777
423,ER,4,12,3,0.8800539676904011,0.05209044408546282
424,ER,4,12,4,0.8779002143578847,0.05051677053424229
425,ER,4,12,5,0.8800070393538239,0.050217475091952554
426,ER,4,12,6,0.881602992993962,0.04917305286463717
427,ER,4,12,7,0.881615883183507,0.04925866127372542
428,ER,4,12,8,0.8799290248748358,0.04919259605055642
429,ER,4,12,9,0.8812817460137523,0.05042613246584546
430,ER,4,12,10,0.87871646532397,0.05098266135310262
431,ER,4,12,11,0.8788511637164254,0.05192987988335001
432,ER,4,12,12,0.876844630062927,0.05193550696452338
433,ER,4,12,13,0.8769507296757644,0.052496840911621254
434,ER,4,12,14,0.8770904078391565,0.052772511524152035
435,ER,7,12,0,0.8297083387911968,0.05988607994861826
436,ER,7,12,1,0.8719119364894727,0.05520775402495638
437,ER,7,12,2,0.8751492133252343,0.06005436408125024
438,ER,7,12,3,0.8795771041175096,0.059505431274722444
439,ER,7,12,4,0.8771921591432467,0.06161024961564976
440,ER,7,12,5,0.8748230255280316,0.06165026400521112
441,ER,7,12,6,0.8754254857448363,0.06280896605377165
442,ER,7,12,7,0.8730749187062316,0.06430821323329337
443,ER,7,12,8,0.8716649788374713,0.06467446858220804
444,ER,7,12,9,0.8707994112743356,0.06393890581434272
445,ER,7,12,10,0.8705991811377392,0.06518133881102631
446,ER,7,12,11,0.8676512622875032,0.06516256909836508
447,ER,7,12,12,0.8657318638637534,0.06627300917888192
448,ER,7,12,13,0.8657334548370466,0.0668696601157733
449,ER,7,12,14,0.8661537458168992,0.06658676221779412
450,ER,1,16,0,0.8395376046294174,0.06237863260060548
451,ER,1,16,1,0.8631169822348905,0.04639715272265344
452,ER,1,16,2,0.8713901802251259,0.04343042700454129
453,ER,1,16,3,0.8745452923337658,0.042233376804520315
454,ER,1,16,4,0.8769907608679037,0.04171704987110915
455,ER,1,16,5,0.878345166620919,0.041605533960229306
456,ER,1,16,6,0.8792953895888262,0.04150955902061981
457,ER,1,16,7,0.8798033904889518,0.041647121374646705
458,ER,1,16,8,0.8805765562054493,0.04146026504705045
459,ER,1,16,9,0.8806841412420653,0.04136416538541883
460,ER,1,16,10,0.8811726884973131,0.04166827201263001
461,ER,1,16,11,0.8811707882088508,0.04203406741596133
462,ER,1,16,12,0.8816034778289215,0.041983391225568545
463,ER,1,16,13,0.8813361586002042,0.04235425184200962
464,ER,1,16,14,0.8813537054210399,0.04251618493594096
465,ER,4,16,0,0.8719218459270603,0.06415995990557298
466,ER,4,16,1,0.8766839044886539,0.06375620340760044
467,ER,4,16,2,0.8752460455374989,0.06285710108681491
468,ER,4,16,3,0.8741582161363421,0.0632934690393258
469,ER,4,16,4,0.8713416829035454,0.062170030946988496
470,ER,4,16,5,0.870812872401291,0.06572507410645458
471,ER,4,16,6,0.8686319892887392,0.06648088143196244
472,ER,4,16,7,0.867847462628402,0.06898031192627556
473,ER,4,16,8,0.8660789479278241,0.07195258547809365
474,ER,4,16,9,0.8655771787760328,0.07161773979613566
475,ER,4,16,10,0.8634873520140334,0.07514499996810103
476,ER,4,16,11,0.8637436141772016,0.07463322066767508
477,ER,4,16,12,0.8637653541982238,0.07611961524771252
478,ER,4,16,13,0.8626058084145966,0.07636250983305103
479,ER,4,16,14,0.8626658935360585,0.07710672610234817
480,ER,7,16,0,0.8620272419154802,0.0760646071105696
481,ER,7,16,1,0.8704603491925476,0.07082459232521744
482,ER,7,16,2,0.8712430869397518,0.07481949264506989
483,ER,7,16,3,0.8691483653379063,0.08080853001757111
484,ER,7,16,4,0.8666341315334348,0.08450999025447034
485,ER,7,16,5,0.8633768148332237,0.09196000291945677
486,ER,7,16,6,0.8608670472897023,0.09527066506143246
487,ER,7,16,7,0.8605454789971253,0.09851842363227986
488,ER,7,16,8,0.8583820981128912,0.10065477934400997
489,ER,7,16,9,0.859588690017322,0.09651263461860735
490,ER,7,16,10,0.8595922684950817,0.09946369712111601
491,ER,7,16,11,0.8601502836603565,0.09457139930156985
492,ER,7,16,12,0.8597905742929501,0.09766192926960895
493,ER,7,16,13,0.8592596133334499,0.09806527919242712
494,ER,7,16,14,0.860558759869356,0.09957154543818734
495,ER,1,20,0,0.8476516004138265,0.05896703764445274
496,ER,1,20,1,0.8657551380011685,0.0498579185739622
497,ER,1,20,2,0.870888431085574,0.04513183801787287
498,ER,1,20,3,0.8733002775851315,0.04421034251437116
499,ER,1,20,4,0.8744301842809197,0.04364223957568254
500,ER,1,20,5,0.8757152125055999,0.04316360627766657
501,ER,1,20,6,0.8774027703164942,0.04288927679925683
502,ER,1,20,7,0.8780708958642954,0.04303381592130753
503,ER,1,20,8,0.8789729748922814,0.04189104394310002
504,ER,1,20,9,0.8798776581936186,0.04113381146941871
505,ER,1,20,10,0.8798206356820433,0.04012246840159391
506,ER,1,20,11,0.8786978847210977,0.04113442408546554
507,ER,1,20,12,0.8798565191996339,0.0410049396892918
508,ER,1,20,13,0.8793110805501332,0.04148691508560518
509,ER,1,20,14,0.8792360229737097,0.041819357913945684
510,ER,4,20,0,0.8649236376593246,0.05363746291111091
511,ER,4,20,1,0.8720895588046164,0.049394471719370545
512,ER,4,20,2,0.8704457660382303,0.04811242436137071
513,ER,4,20,3,0.8702452834688067,0.05164210456671353
514,ER,4,20,4,0.8660629220421112,0.05798775682301031
515,ER,4,20,5,0.8628954671700285,0.06278778451109195
516,ER,4,20,6,0.8565872180236432,0.0671894651255672
517,ER,4,20,7,0.8525497286625919,0.07399234986232492
518,ER,4,20,8,0.8473100336347607,0.07387231215229975
519,ER,4,20,9,0.8470605718781996,0.0804824821877115
520,ER,4,20,10,0.8448906310748654,0.07142049552147872
521,ER,4,20,11,0.8372677585143187,0.07863526468564006
522,ER,4,20,12,0.8351363534041816,0.08060241009712424
523,ER,4,20,13,0.8384656838763108,0.08528097339044008
524,ER,4,20,14,0.8282957795507622,0.083888759353884
525,ER,7,20,0,0.8622280185824049,0.061453638612065334
526,ER,7,20,1,0.8656565160171963,0.06363094652202059
527,ER,7,20,2,0.864302887946738,0.058092261782882966
528,ER,7,20,3,0.8666932158336141,0.057903275383914925
529,ER,7,20,4,0.8652612874189117,0.05783354034516174
530,ER,7,20,5,0.863610194755086,0.06070099543780064
531,ER,7,20,6,0.8670638973111181,0.06564077656422476
532,ER,7,20,7,0.8615438613065833,0.06664867592648555
533,ER,7,20,8,0.8649038449145934,0.0737993236760558
534,ER,7,20,9,0.8636836326018212,0.07469090636090162
535,ER,7,20,10,0.8668688576611681,0.07411774231023137
536,ER,7,20,11,0.8634625339017692,0.07391057063661896
537,ER,7,20,12,0.8665481849972979,0.07168884196604669
538,ER,7,20,13,0.8595356319111938,0.07111956579108229
539,ER,7,20,14,0.8675965938855932,0.07637397750871143
540,GRP,1,2,0,0.5809094744660975,0.09949006841553656
541,GRP,1,2,1,0.6615086900214688,0.1078120291379119
542,GRP,1,2,2,0.6897849312264878,0.11126504316133506
543,GRP,1,2,3,0.7070122477594153,0.1092741385494104
544,GRP,1,2,4,0.7183540819926201,0.10692031039596316
545,GRP,1,2,5,0.7281951686908613,0.1052232064001181
546,GRP,1,2,6,0.734556829717337,0.10379365907416335
547,GRP,1,2,7,0.7407126256185534,0.10234545747360949
548,GRP,1,2,8,0.7478316085793232,0.09769421507044813
549,GRP,1,2,9,0.752541858450072,0.09630796437991472
550,GRP,1,2,10,0.7582296867741423,0.0943082685416038
551,GRP,1,2,11,0.7653894521791063,0.09178962962605978
552,GRP,1,2,12,0.772928170502585,0.08931124861017015
553,GRP,1,2,13,0.7806908454778083,0.08640235710892784
554,GRP,1,2,14,0.7873754621314308,0.08392015168754619
555,GRP,4,2,0,,
556,GRP,4,2,1,,
557,GRP,4,2,2,,
558,GRP,4,2,3,,
559,GRP,4,2,4,,
560,GRP,4,2,5,,
561,GRP,4,2,6,,
562,GRP,4,2,7,,
563,GRP,4,2,8,,
564,GRP,4,2,9,,
565,GRP,4,2,10,,
566,GRP,4,2,11,,
567,GRP,4,2,12,,
568,GRP,4,2,13,,
569,GRP,4,2,14,,
570,GRP,7,2,0,-0.14972406336572464,0.171857020426999
571,GRP,7,2,1,,
572,GRP,7,2,2,,
573,GRP,7,2,3,,
574,GRP,7,2,4,,
575,GRP,7,2,5,,
576,GRP,7,2,6,,
577,GRP,7,2,7,,
578,GRP,7,2,8,,
579,GRP,7,2,9,,
580,GRP,7,2,10,,
581,GRP,7,2,11,,
582,GRP,7,2,12,,
583,GRP,7,2,13,,
584,GRP,7,2,14,,
585,GRP,1,4,0,0.7169907692073574,0.13270507819835936
586,GRP,1,4,1,0.735808948966991,0.1455894884584343
587,GRP,1,4,2,0.737833770279024,0.15318942598218757
588,GRP,1,4,3,0.727241055369398,0.17393429332117824
589,GRP,1,4,4,0.7094044550561156,0.20276683027453857
590,GRP,1,4,5,0.6867153163504932,0.23768775847676227
591,GRP,1,4,6,0.6603712385394216,0.277581952346307
592,GRP,1,4,7,0.6423662124724168,0.3060636038660082
593,GRP,1,4,8,0.6265320205304643,0.33811211780203054
594,GRP,1,4,9,0.6111902725486595,0.3763672192754233
595,GRP,1,4,10,0.6548193314167545,0.3382927971486783
596,GRP,1,4,11,0.697934464797145,0.2860570666922164
597,GRP,1,4,12,0.7399453871159654,0.23004568320020763
598,GRP,1,4,13,0.7658188272513409,0.19502867066554364
599,GRP,1,4,14,0.7862879092941254,0.1662167740496364
600,GRP,4,4,0,0.7203847386948742,0.18205294448991488
601,GRP,4,4,1,0.6680393399158975,0.288648364353846
602,GRP,4,4,2,0.6441316945786474,0.3336188474988087
603,GRP,4,4,3,0.6821875306265779,0.3201846657305864
604,GRP,4,4,4,0.6793719045840863,0.32253773750711234
605,GRP,4,4,5,0.6779240494263103,0.32468415544245083
606,GRP,4,4,6,0.6819170461294497,0.3190117912466181
607,GRP,4,4,7,0.688794515978453,0.3106629532499447
608,GRP,4,4,8,0.7046518402839206,0.2889744094727219
609,GRP,4,4,9,0.7123332778143572,0.27745982214335707
610,GRP,4,4,10,0.7252299271080964,0.26011538947050267
611,GRP,4,4,11,0.7399096002337164,0.2392646289731548
612,GRP,4,4,12,0.7581773803701737,0.2111212771408065
613,GRP,4,4,13,0.7682286536069378,0.19581161415565895
614,GRP,4,4,14,0.7780645937210993,0.18170517546906495
615,GRP,7,4,0,0.7682896156872709,0.09218173465427361
616,GRP,7,4,1,0.777232439179964,0.09429599123369656
617,GRP,7,4,2,0.7816609177422007,0.1004439822792409
618,GRP,7,4,3,0.7914501553907041,0.09867831444458187
619,GRP,7,4,4,0.810012140926663,0.08773026068720906
620,GRP,7,4,5,0.8143992031047264,0.08988297191374207
621,GRP,7,4,6,0.818389763335041,0.08995535231751076
622,GRP,7,4,7,0.8203389073256087,0.09126964581620875
623,GRP,7,4,8,0.8198592297664516,0.09425872791821657
624,GRP,7,4,9,0.8172397974687368,0.09997202346855542
625,GRP,7,4,10,0.8169474511774816,0.10134864770381691
626,GRP,7,4,11,0.8174263387315609,0.10190444723235613
627,GRP,7,4,12,0.8166894715160181,0.10409962474631487
628,GRP,7,4,13,0.8152336604554311,0.10439576616384645
629,GRP,7,4,14,0.8246982650710027,0.0992133618241318
630,GRP,1,8,0,0.7961345636987975,0.07176349221569811
631,GRP,1,8,1,0.805708430913169,0.0709873214090232
632,GRP,1,8,2,0.8110823529395844,0.07530043927933226
633,GRP,1,8,3,0.8039877563525291,0.10755242877584612
634,GRP,1,8,4,0.7716746859687535,0.16866030569803572
635,GRP,1,8,5,0.7448420190577649,0.2126762774349879
636,GRP,1,8,6,0.7394931978442463,0.22473406575671345
637,GRP,1,8,7,0.7448258188666665,0.21952809016793878
638,GRP,1,8,8,0.7566534376541352,0.20519455173420115
639,GRP,1,8,9,0.763184274967152,0.19871061810078922
640,GRP,1,8,10,0.7764540084442535,0.1814617512667722
641,GRP,1,8,11,0.7890875990940472,0.16339465695606242
642,GRP,1,8,12,0.8023739811084247,0.14483229707293813
643,GRP,1,8,13,0.8151741784311227,0.12643484619430942
644,GRP,1,8,14,0.817760222744273,0.12258554376584167
645,GRP,4,8,0,0.8157560289280607,0.09570745926111308
646,GRP,4,8,1,0.8190047668320041,0.11530007859732988
647,GRP,4,8,2,0.8114324396910512,0.13152853270520146
648,GRP,4,8,3,0.8062033331817394,0.14045277221135113
649,GRP,4,8,4,0.7937029477829978,0.15839705497877699
650,GRP,4,8,5,0.7784712757774442,0.17912046182102226
651,GRP,4,8,6,0.7566682697092851,0.2099750658899613
652,GRP,4,8,7,0.7665424175971081,0.19268806024864657
653,GRP,4,8,8,0.7634268867738561,0.19595062564098975
654,GRP,4,8,9,0.7664908443630165,0.18941895168511558
655,GRP,4,8,10,0.7747382935699665,0.17766144095308362
656,GRP,4,8,11,0.787074384417052,0.16229349852648303
657,GRP,4,8,12,0.7794714030459118,0.17070707728599094
658,GRP,4,8,13,0.7930274414160167,0.1546033671345697
659,GRP,4,8,14,0.7953447108161014,0.1507668203730517
660,GRP,7,8,0,0.8170009638441652,0.09910051208917067
661,GRP,7,8,1,0.8061329721154664,0.13723935135300447
662,GRP,7,8,2,0.7889085836091805,0.1655203471627567
663,GRP,7,8,3,0.7796393404970878,0.17660028705071648
664,GRP,7,8,4,0.7806839705200079,0.17627140858720736
665,GRP,7,8,5,0.7807579543188765,0.17640169430063327
666,GRP,7,8,6,0.7810099692720043,0.17652046532659846
667,GRP,7,8,7,0.7831268274957085,0.1736678716039952
668,GRP,7,8,8,0.7820913523862418,0.1756061236200042
669,GRP,7,8,9,0.7828837367191541,0.17511525551498747
670,GRP,7,8,10,0.7812508511610503,0.17812162536969936
671,GRP,7,8,11,0.7796656981014556,0.1802642259263725
672,GRP,7,8,12,0.7813185921301276,0.17801513399633634
673,GRP,7,8,13,0.7752339458418886,0.1878402756805106
674,GRP,7,8,14,0.7762465300606112,0.18572312490893755
675,GRP,1,12,0,0.8010427106652681,0.0735237984600171
676,GRP,1,12,1,0.8119559792558176,0.0859973695273912
677,GRP,1,12,2,0.7953112450479531,0.12887738419313952
678,GRP,1,12,3,0.7884962422837426,0.13998910602924394
679,GRP,1,12,4,0.7992164469049168,0.1279518193572196
680,GRP,1,12,5,0.8103157247437517,0.11514836174917323
681,GRP,1,12,6,0.8146245844672109,0.11099868443855128
682,GRP,1,12,7,0.8124974596563636,0.11723223753815606
683,GRP,1,12,8,0.8119633550415953,0.12139563206808057
684,GRP,1,12,9,0.8162427027624662,0.1167928473675286
685,GRP,1,12,10,0.8231138443865624,0.10903340761953412
686,GRP,1,12,11,0.8272089982689137,0.10400264867431291
687,GRP,1,12,12,0.8327800571693798,0.0966034246863645
688,GRP,1,12,13,0.8362248252014407,0.09242702053768763
689,GRP,1,12,14,0.8394733654637767,0.08813522744037564
690,GRP,4,12,0,0.8256573333601395,0.09661945978471827
691,GRP,4,12,1,0.8242816967955893,0.1104801090213774
692,GRP,4,12,2,0.8259694745296928,0.11017116859475515
693,GRP,4,12,3,0.8283238317643304,0.10766461768642863
694,GRP,4,12,4,0.8260382274827046,0.10983700035366771
695,GRP,4,12,5,0.8246877397290895,0.11066162910079523
696,GRP,4,12,6,0.8288179709943899,0.10544007642498551
697,GRP,4,12,7,0.8312402637410206,0.10208022999541567
698,GRP,4,12,8,0.8324414547609253,0.1000990162304403
699,GRP,4,12,9,0.8336204796449493,0.09905819238064068
700,GRP,4,12,10,0.8345981159693012,0.09797424518571657
701,GRP,4,12,11,0.8356831471981346,0.09621006975419238
702,GRP,4,12,12,0.8360888649689524,0.09591930561549596
703,GRP,4,12,13,0.8387412503040172,0.09348557758968683
704,GRP,4,12,14,0.8387447494146112,0.09248482222783289
705,GRP,7,12,0,0.7918518271312928,0.14123011082888226
706,GRP,7,12,1,0.7544762004125779,0.21584416476092605
707,GRP,7,12,2,0.7683050246656413,0.20074276971605212
708,GRP,7,12,3,0.7725646509103015,0.19399831261735123
709,GRP,7,12,4,0.7730585121892628,0.19516171079794423
710,GRP,7,12,5,0.7760321986075189,0.18923360459649038
711,GRP,7,12,6,0.7756013187634512,0.19036065642156985
712,GRP,7,12,7,0.7714348300335752,0.19666087584900654
713,GRP,7,12,8,0.7648696299578346,0.20451360032042198
714,GRP,7,12,9,0.7658001259927749,0.20379644148618944
715,GRP,7,12,10,0.761244560327511,0.20996570678103654
716,GRP,7,12,11,0.7624288748158115,0.20714144345642777
717,GRP,7,12,12,0.761829461508909,0.2077849153035744
718,GRP,7,12,13,0.7658234169907645,0.20093147881564366
719,GRP,7,12,14,0.7714609801359169,0.19102203110741436
720,GRP,1,16,0,0.8120069582186483,0.07034307953892605
721,GRP,1,16,1,0.8334446981883674,0.0817243747737285
722,GRP,1,16,2,0.8168614025750796,0.11150997756754849
723,GRP,1,16,3,0.8041175846988053,0.13317309258945814
724,GRP,1,16,4,0.7838137137205441,0.16792561206726822
725,GRP,1,16,5,0.7626337385308836,0.20232759051883753
726,GRP,1,16,6,0.7496601038912182,0.22303844906607445
727,GRP,1,16,7,0.748246859758158,0.22726771135575405
728,GRP,1,16,8,0.751228291206414,0.22483166994503018
729,GRP,1,16,9,0.7613219575360377,0.21198789289984912
730,GRP,1,16,10,0.7750212215172539,0.19334180586747854
731,GRP,1,16,11,0.7864013457117655,0.17733560441751633
732,GRP,1,16,12,0.7923225184986029,0.16903773969725827
733,GRP,1,16,13,0.7816297884391814,0.1840193745819824
734,GRP,1,16,14,0.7809873456821906,0.1848127769335176
735,GRP,4,16,0,0.8221064318513841,0.1139856430550895
736,GRP,4,16,1,0.8041026108385367,0.13951193273300913
737,GRP,4,16,2,0.8041580540794371,0.13727870880188298
738,GRP,4,16,3,0.8078499785096136,0.1301942711769248
739,GRP,4,16,4,0.8104010579109889,0.1269187054323027
740,GRP,4,16,5,0.8107580811188806,0.12411321984694386
741,GRP,4,16,6,0.8131737227021094,0.12120943496148572
742,GRP,4,16,7,0.8172162786634404,0.11592103388448542
743,GRP,4,16,8,0.8175957594463193,0.1172663689470333
744,GRP,4,16,9,0.8171187433185221,0.11767890288047393
745,GRP,4,16,10,0.8195858983067719,0.11600838499972037
746,GRP,4,16,11,0.8169309899214049,0.12001817603282329
747,GRP,4,16,12,0.8180247879217847,0.11847952840798438
748,GRP,4,16,13,0.8188488994633282,0.11758302719861596
749,GRP,4,16,14,0.8171456454425957,0.12084882441172883
750,GRP,7,16,0,0.7460119242212926,0.22539510199121462
751,GRP,7,16,1,0.7588114709063811,0.23308669406598434
752,GRP,7,16,2,0.7747350030523923,0.21474789116514217
753,GRP,7,16,3,0.7806903275978817,0.20668508888686804
754,GRP,7,16,4,0.7859523778826951,0.19844311793349484
755,GRP,7,16,5,0.7841118750434076,0.20129429451349998
756,GRP,7,16,6,0.7887769238302715,0.19239163496759534
757,GRP,7,16,7,0.7741403184135685,0.21664755076844858
758,GRP,7,16,8,0.7412871731673916,0.25740200132129293
759,GRP,7,16,9,0.7336385658696658,0.2675650317494761
760,GRP,7,16,10,0.7387638528179405,0.25417924403569664
761,GRP,7,16,11,0.7390748975214132,0.2555246629889856
762,GRP,7,16,12,0.7400146800316099,0.2548254540169902
763,GRP,7,16,13,0.7375300752465485,0.2608161750197263
764,GRP,7,16,14,0.7275742132280437,0.2730153253409501
765,GRP,1,20,0,0.8155856933913522,0.07217655934476556
766,GRP,1,20,1,0.8111355409591348,0.1093988761171038
767,GRP,1,20,2,0.7854404113486425,0.14547032112682046
768,GRP,1,20,3,0.7317024153029216,0.2208634945839967
769,GRP,1,20,4,0.6675576790148001,0.3175118999713097
770,GRP,1,20,5,0.6463462072402233,0.3551968048306805
771,GRP,1,20,6,0.6701233526565707,0.32856245142480184
772,GRP,1,20,7,0.6959431195033533,0.29602020639858967
773,GRP,1,20,8,0.7228445189449075,0.2606033155660077
774,GRP,1,20,9,0.7410563257794464,0.2366587535504229
775,GRP,1,20,10,0.7484899667273389,0.22702698943624766
776,GRP,1,20,11,0.7541192292903125,0.22027863559524158
777,GRP,1,20,12,0.7655571039683955,0.20557039008609415
778,GRP,1,20,13,0.7675567855652271,0.20273527536048339
779,GRP,1,20,14,0.7701133498717998,0.1997267296498073
780,GRP,4,20,0,0.8359533199429083,0.09576842583176068
781,GRP,4,20,1,0.8308124082590211,0.10664191142273825
782,GRP,4,20,2,0.8338522999742859,0.10249122129045875
783,GRP,4,20,3,0.8358254322620627,0.09991272016502442
784,GRP,4,20,4,0.8379800342951862,0.09563927841582147
785,GRP,4,20,5,0.8397579591277917,0.09344795201098464
786,GRP,4,20,6,0.8390854110280834,0.09333481919040477
787,GRP,4,20,7,0.84033913058287,0.09299851202113604
788,GRP,4,20,8,0.8411486356102225,0.092037189098428
789,GRP,4,20,9,0.8417592903065507,0.09148736312726204
790,GRP,4,20,10,0.8418630840284196,0.09108988932597949
791,GRP,4,20,11,0.841834808672588,0.09102354703587505
792,GRP,4,20,12,0.8439160801771054,0.08840109348289438
793,GRP,4,20,13,0.8429492919911891,0.08905158909711887
794,GRP,4,20,14,0.8452509771573886,0.08594749711964685
795,GRP,7,20,0,0.8103052068279977,0.14064620707443629
796,GRP,7,20,1,0.785104268335874,0.18413664519113462
797,GRP,7,20,2,0.8049278823613577,0.15574362684213355
798,GRP,7,20,3,0.8104940207615401,0.14621001850873105
799,GRP,7,20,4,0.8125721395807375,0.14315701582504142
800,GRP,7,20,5,0.8071680108712098,0.1502389808102138
801,GRP,7,20,6,0.800521534493768,0.15889878444184816
802,GRP,7,20,7,0.7840387831116794,0.18080927256208637
803,GRP,7,20,8,0.7737389007751359,0.1965220770018606
804,GRP,7,20,9,0.770357097932734,0.19693978487554795
805,GRP,7,20,10,0.7603388545809973,0.20947645472970525
806,GRP,7,20,11,0.7619291100217195,0.20442562889930732
807,GRP,7,20,12,0.761522261110867,0.20961433546308117
808,GRP,7,20,13,0.7637565166363753,0.20436550972793052
809,GRP,7,20,14,0.7556693405264349,0.2123347742312145
