,g,layers,epoch,kt,avg
0,SF,1,0,0.9631527064994252,0.0017342639271982706
1,SF,1,1,0.9639624793357802,0.0018844911071479041
2,SF,1,2,0.9684085941866444,0.0016134935302451984
3,SF,1,3,0.970960039120777,0.0014466564347922943
4,SF,1,4,0.9703108655430389,0.0014835148704750738
5,SF,1,5,0.9713027683811266,0.0013565163481433814
6,SF,1,6,0.9715954554634317,0.0013943815914032
7,SF,1,7,0.9716437913688525,0.0014019579232643561
8,SF,1,8,0.9715814940157139,0.001385702981145361
9,SF,1,9,0.971517878390349,0.0013380559192944798
10,SF,1,10,0.9713718346302359,0.0013811825723634582
11,SF,1,11,0.9713460442802864,0.0014275712306621835
12,SF,1,12,0.9711375291407807,0.0015365769385162534
13,SF,1,13,0.9710162613662453,0.0015654960968060295
14,SF,1,14,0.9708557308150592,0.0016059161069172183
15,SF,2,0,0.9667750012300743,0.0016358482166626445
16,SF,2,1,0.9710514205916511,0.001614572589433479
17,SF,2,2,0.972117808342887,0.001524429772527288
18,SF,2,3,0.9725733023057923,0.0013731378680921415
19,SF,2,4,0.9730904134706598,0.0012974789867663563
20,SF,2,5,0.9736129917097255,0.0012478395037793983
21,SF,2,6,0.9739486681197501,0.0013393908267202359
22,SF,2,7,0.9738761165662883,0.0012455490170627075
23,SF,2,8,0.9737946053986901,0.0012131685382974731
24,SF,2,9,0.9735060247174594,0.0011416563237312814
25,SF,2,10,0.9732991579807638,0.001242664683334345
26,SF,2,11,0.9729482080633692,0.0013860928870539381
27,SF,2,12,0.9726382810288235,0.0015049483025337568
28,SF,2,13,0.9725501054602865,0.0014092281824954413
29,SF,2,14,0.9722432566852202,0.001575554999721525
30,SF,3,0,0.9700486363277901,0.0018346679592521583
31,SF,3,1,0.9730659759823774,0.0019324861154590112
32,SF,3,2,0.9739684618725997,0.0019787983590038275
33,SF,3,3,0.9744589789032947,0.0019671143575866997
34,SF,3,4,0.9747470597428647,0.0019565020148394315
35,SF,3,5,0.9749996909063519,0.002017660409233702
36,SF,3,6,0.9751774228609206,0.0020794455830256886
37,SF,3,7,0.9751089416527556,0.001979457623443523
38,SF,3,8,0.975083447574183,0.001924876976675339
39,SF,3,9,0.9749656497442153,0.0020829736190104034
40,SF,3,10,0.9744977825800912,0.0020285237040065193
41,SF,3,11,0.9744583370540166,0.0018944939882393306
42,SF,3,12,0.9740664294252779,0.0017957769646014348
43,SF,3,13,0.9741846762442059,0.001777071060016933
44,SF,3,14,0.9738939021264779,0.00185956907656095
45,SF,4,0,0.9716253621024131,0.0015832679239024957
46,SF,4,1,0.9738900188216757,0.001834498957914432
47,SF,4,2,0.9747819707255008,0.0019083003955897408
48,SF,4,3,0.9752298922176322,0.0019482517224617161
49,SF,4,4,0.9754901352443609,0.0020029590297093777
50,SF,4,5,0.9757101764249194,0.0021084302020131884
51,SF,4,6,0.9757881673957867,0.002194160031426515
52,SF,4,7,0.9756633342468447,0.0021316173656850753
53,SF,4,8,0.9756094896728621,0.0021679647305757554
54,SF,4,9,0.9754142545899468,0.0021011236468827955
55,SF,4,10,0.9752521353758205,0.002131232483990357
56,SF,4,11,0.9750020886568451,0.002064251917390623
57,SF,4,12,0.9747699105319138,0.0020266831061509544
58,SF,4,13,0.97461382807211,0.0020428633055605714
59,SF,4,14,0.9744677313566203,0.0021314715188197183
60,SF,5,0,0.9728228415254904,0.0018558698024175133
61,SF,5,1,0.9750763532069451,0.0019392259236117797
62,SF,5,2,0.9756359702170334,0.002011248803540621
63,SF,5,3,0.9759068746265462,0.0020940266665131417
64,SF,5,4,0.9759761617527183,0.0021023665699660605
65,SF,5,5,0.9760798807703843,0.0021870783615482027
66,SF,5,6,0.9754693807013728,0.0021464977654041964
67,SF,5,7,0.9758831376839078,0.0022351975546781
68,SF,5,8,0.975903099343227,0.00221940063842757
69,SF,5,9,0.9757008557654313,0.002206392178501522
70,SF,5,10,0.9755435651156527,0.002261158080988585
71,SF,5,11,0.9752337933309937,0.002254405829568205
72,SF,5,12,0.974965934612334,0.0022427471939223216
73,SF,5,13,0.9745908204297196,0.002231648611998326
74,SF,5,14,0.9744758976579627,0.0023452088023843787
75,SF,6,0,0.9732161650818411,0.0018681498746392921
76,SF,6,1,0.9753340749170614,0.0019832843394766517
77,SF,6,2,0.9757442821032235,0.002040857026754068
78,SF,6,3,0.975859152306773,0.0019673474132350472
79,SF,6,4,0.9759323660961259,0.0019714826700781207
80,SF,6,5,0.9760015031747813,0.002006699314985282
81,SF,6,6,0.9760020163700002,0.0020823054677501407
82,SF,6,7,0.975950762510109,0.002105945369866595
83,SF,6,8,0.9758677982393605,0.002129729365935773
84,SF,6,9,0.975671344335101,0.002151928313878725
85,SF,6,10,0.9754781723808303,0.002191984450680526
86,SF,6,11,0.9751271442300435,0.0022218325614379434
87,SF,6,12,0.9749044515698448,0.002217702206168767
88,SF,6,13,0.974579405081394,0.0021866254895430716
89,SF,6,14,0.9743384819944717,0.0022736077647736753
90,SF,7,0,0.9737655544719054,0.0014977980852673197
91,SF,7,1,0.9756653221823516,0.0019162468679300858
92,SF,7,2,0.9760313085676243,0.0019949251018654733
93,SF,7,3,0.9761271021379863,0.002006870473122224
94,SF,7,4,0.975975551816032,0.0019911126881861797
95,SF,7,5,0.9762025990493743,0.0020882840167787565
96,SF,7,6,0.9761586157076738,0.002059111384044583
97,SF,7,7,0.9760278562662403,0.002072670787998272
98,SF,7,8,0.9759129473319736,0.0020421838972759856
99,SF,7,9,0.9756984781937446,0.0020441313797819097
100,SF,7,10,0.9754413823509702,0.00199069499784191
101,SF,7,11,0.9752395532722729,0.0019860335487934923
102,SF,7,12,0.9750167895333929,0.0019241678123316306
103,SF,7,13,0.9748424515434821,0.0019455411233080492
104,SF,7,14,0.9745288471188978,0.0019966012848202995
105,ER,1,0,0.8162787714453026,0.06752587527495822
106,ER,1,1,0.832031082654684,0.05644979435396434
107,ER,1,2,0.8458354656622555,0.0472188839200434
108,ER,1,3,0.8548958633100148,0.042422431867893726
109,ER,1,4,0.8610226717384097,0.04003999005001564
110,ER,1,5,0.8657047800711617,0.03897589718348268
111,ER,1,6,0.8695368643435242,0.038915299384922476
112,ER,1,7,0.8719483717368369,0.038863111077209724
113,ER,1,8,0.8738220624254425,0.038546952844808434
114,ER,1,9,0.8753318529654976,0.038197743494542996
115,ER,1,10,0.8765582343306357,0.03801531557052473
116,ER,1,11,0.8774371526954303,0.03778617729277339
117,ER,1,12,0.8780300639135167,0.03760467808083547
118,ER,1,13,0.8784824423234662,0.03727864003162005
119,ER,1,14,0.8791559805118497,0.03746257959785225
120,ER,2,0,0.8284759460703952,0.05140247473118801
121,ER,2,1,0.8510735045556788,0.04309307579015543
122,ER,2,2,0.864935193960533,0.040904982554262635
123,ER,2,3,0.8726106084900573,0.03945017984562304
124,ER,2,4,0.8768470187272861,0.037351511003759184
125,ER,2,5,0.8801986363894487,0.035651204082186486
126,ER,2,6,0.8830497529829022,0.03420342433860908
127,ER,2,7,0.8855907219125629,0.03271799288171782
128,ER,2,8,0.8872413069518613,0.03189087641084424
129,ER,2,9,0.888523085155453,0.03127884442323496
130,ER,2,10,0.8898401735040663,0.03060341249442372
131,ER,2,11,0.8894491064497748,0.029745748285089496
132,ER,2,12,0.8908947107605499,0.029472220162765
133,ER,2,13,0.8912081007552433,0.029329738609734445
134,ER,2,14,0.8916358489080329,0.029254128312256805
135,ER,3,0,0.8398450872450844,0.04372624879997979
136,ER,3,1,0.8691216072770409,0.04145115727041712
137,ER,3,2,0.8807847345673405,0.03455020197056895
138,ER,3,3,0.8871526836521877,0.029596216283029397
139,ER,3,4,0.8914023228052427,0.02687941262860284
140,ER,3,5,0.8936541308830608,0.02612057287777606
141,ER,3,6,0.8952472021072241,0.025047311918729446
142,ER,3,7,0.8963289981361715,0.02451068057151061
143,ER,3,8,0.8969252723002562,0.02429496489586823
144,ER,3,9,0.8969334161847055,0.023362138137525953
145,ER,3,10,0.897384337120679,0.023537971118037376
146,ER,3,11,0.8977119314376718,0.02354588259905634
147,ER,3,12,0.8976507757596226,0.023492886163612187
148,ER,3,13,0.8978321901002051,0.023620414325323646
149,ER,3,14,0.8973494781216379,0.02382205645697786
150,ER,4,0,0.8460342582176048,0.039531663964451784
151,ER,4,1,0.8811276984707496,0.03520081807404315
152,ER,4,2,0.8894374896219717,0.03090412662373845
153,ER,4,3,0.8933419719330697,0.027573772740689024
154,ER,4,4,0.8962651786100462,0.025661643735894475
155,ER,4,5,0.8973685448625177,0.024425934392234894
156,ER,4,6,0.8979790285870631,0.023612444035167945
157,ER,4,7,0.8988064098567277,0.02313713151054006
158,ER,4,8,0.8990034752780197,0.022823787430953413
159,ER,4,9,0.8989503115310902,0.02270155969281925
160,ER,4,10,0.8995940806838083,0.022903912608378003
161,ER,4,11,0.8995916498028451,0.02279614682133422
162,ER,4,12,0.8988815540689895,0.02256381064510815
163,ER,4,13,0.8991177123974333,0.02277060203381341
164,ER,4,14,0.8993039663492388,0.02311753186790436
165,ER,5,0,0.8601989733762746,0.036556455745659154
166,ER,5,1,0.8825064575940494,0.032680183691486564
167,ER,5,2,0.8891444864522218,0.029941520148675037
168,ER,5,3,0.8929611620564522,0.02754594024529528
169,ER,5,4,0.8951506497983198,0.02502359798347245
170,ER,5,5,0.896701665520075,0.023488556067237314
171,ER,5,6,0.8972581023529008,0.022577248856629345
172,ER,5,7,0.8994469052326804,0.02222839656477769
173,ER,5,8,0.899493364673206,0.021561700361044916
174,ER,5,9,0.8997773213071975,0.021099189949891843
175,ER,5,10,0.8998659553217984,0.021105731128671448
176,ER,5,11,0.9002410326501813,0.02121403210619905
177,ER,5,12,0.8998837310178374,0.021093091175079463
178,ER,5,13,0.8998271746250722,0.020960874212630876
179,ER,5,14,0.8994867468371004,0.020825794168829456
180,ER,6,0,0.8623158278557383,0.036970556828077386
181,ER,6,1,0.8859844066389823,0.029507224249459896
182,ER,6,2,0.8943096539432608,0.026710550770182646
183,ER,6,3,0.8968733457161907,0.024514836318656925
184,ER,6,4,0.8989498589024798,0.02329411755951351
185,ER,6,5,0.9000322361261489,0.02246069379845945
186,ER,6,6,0.8995594348548283,0.0206248192848738
187,ER,6,7,0.8892605764248772,0.01753586033828227
188,ER,6,8,0.9005392356727262,0.020783604132103957
189,ER,6,9,0.9010987590577237,0.020769405577108456
190,ER,6,10,0.9015705770794733,0.02035547284350642
191,ER,6,11,0.901361969230206,0.02041838903336553
192,ER,6,12,0.901401042492598,0.020314621298211585
193,ER,6,13,0.9009486532352147,0.020473117260742184
194,ER,6,14,0.9009970027365707,0.02033824737649795
195,ER,7,0,0.8531734469590955,0.031622443246905795
196,ER,7,1,0.8845715508711921,0.030166498094634567
197,ER,7,2,0.8895635789351355,0.0269512529441442
198,ER,7,3,0.8923437477966315,0.02408883591432723
199,ER,7,4,0.8950172776585882,0.02217119516950154
200,ER,7,5,0.8987585343481015,0.02102696615000252
201,ER,7,6,0.9001004135737588,0.02050550418286492
202,ER,7,7,0.9010340186375053,0.020115399602309375
203,ER,7,8,0.9014490449780395,0.01945622118551922
204,ER,7,9,0.9014208639250629,0.01926575988543492
205,ER,7,10,0.9008853858459421,0.019100939039331535
206,ER,7,11,0.9019813130080797,0.01905237487958354
207,ER,7,12,0.9019932660881296,0.019119308701208565
208,ER,7,13,0.9019744727689775,0.01873336198234793
209,ER,7,14,0.901692687091999,0.019109408958904252
210,GRP,1,0,0.7963836109763524,0.05735695714907812
211,GRP,1,1,0.8180850665520815,0.04747221075334993
212,GRP,1,2,0.8350548908263355,0.0437255108236713
213,GRP,1,3,0.8457921934648235,0.042464851148932774
214,GRP,1,4,0.8521886222836992,0.040854415314495914
215,GRP,1,5,0.8564320080159865,0.03988967922308853
216,GRP,1,6,0.8592088487862302,0.039421278800495
217,GRP,1,7,0.861431591953896,0.03858899450357585
218,GRP,1,8,0.8635326325765048,0.03790871260913223
219,GRP,1,9,0.8652333818476965,0.03678675421934866
220,GRP,1,10,0.8664876231059591,0.03619823011771186
221,GRP,1,11,0.8674885438788579,0.03576595253946619
222,GRP,1,12,0.8681463853435671,0.0355321177723386
223,GRP,1,13,0.8688593137435682,0.03501479939388635
224,GRP,1,14,0.8693358738999531,0.03499530981464452
225,GRP,2,0,0.8238228968285215,0.04060859780680576
226,GRP,2,1,0.8455456591418722,0.043480476275667264
227,GRP,2,2,0.8553357094097456,0.04068083285309792
228,GRP,2,3,0.8622998563089492,0.0376416390289322
229,GRP,2,4,0.8673767891438875,0.03424146177708347
230,GRP,2,5,0.8710828331069121,0.03218030883799762
231,GRP,2,6,0.8742024998202573,0.03032733972235437
232,GRP,2,7,0.8767651311209963,0.028450794872948243
233,GRP,2,8,0.8786672583317102,0.02721674009409998
234,GRP,2,9,0.8801439150338523,0.026243229705379525
235,GRP,2,10,0.8814066124138058,0.025326113457014614
236,GRP,2,11,0.8823276350028253,0.024602101309986916
237,GRP,2,12,0.8829179688047495,0.023861645534548514
238,GRP,2,13,0.883570211108208,0.023475341639928128
239,GRP,2,14,0.883977579525023,0.023055172564142558
240,GRP,3,0,0.8287896056555045,0.04252249307822184
241,GRP,3,1,0.8559177502024333,0.04132170030075939
242,GRP,3,2,0.8695707921813023,0.033920137818257944
243,GRP,3,3,0.8761376387424951,0.030042608273965668
244,GRP,3,4,0.8803282877513627,0.0271010219194215
245,GRP,3,5,0.8838786806831045,0.024572484604960834
246,GRP,3,6,0.8861829511985897,0.02264540855688357
247,GRP,3,7,0.8878207395201484,0.020928042792845596
248,GRP,3,8,0.8892202158292729,0.019752116336801268
249,GRP,3,9,0.8899425415124259,0.01875677220324007
250,GRP,3,10,0.8908318961093297,0.018171537005740892
251,GRP,3,11,0.8912267374874154,0.017408621082027072
252,GRP,3,12,0.8914482942909114,0.017020078384234343
253,GRP,3,13,0.8916472445157142,0.016873995066331627
254,GRP,3,14,0.8916756911942091,0.016797646656468764
255,GRP,4,0,0.8367482674489741,0.04299924437886845
256,GRP,4,1,0.8685407810824561,0.0381602423994701
257,GRP,4,2,0.8791309961916701,0.029870523161017085
258,GRP,4,3,0.8848611622143437,0.02459774603735723
259,GRP,4,4,0.8881045036727316,0.021620010900393935
260,GRP,4,5,0.8898464405621016,0.019670459536004388
261,GRP,4,6,0.8911529977591744,0.01858240949989297
262,GRP,4,7,0.8923353472311911,0.017278204650823314
263,GRP,4,8,0.8920096313644248,0.016262992853508903
264,GRP,4,9,0.8937812293146402,0.015980132267642132
265,GRP,4,10,0.8937066975653017,0.015448194878660679
266,GRP,4,11,0.8939695172732034,0.014986281940588632
267,GRP,4,12,0.8944689284407641,0.015160924661674608
268,GRP,4,13,0.8942680667831485,0.014882154471843892
269,GRP,4,14,0.8938890244168054,0.014667254305155501
270,GRP,5,0,0.8614955122193304,0.034946072047311684
271,GRP,5,1,0.8772145986992191,0.03105568399933143
272,GRP,5,2,0.8829201966288543,0.027219810953350923
273,GRP,5,3,0.8866998045053233,0.0233228682401114
274,GRP,5,4,0.8899901492718613,0.02016765708819096
275,GRP,5,5,0.8914284498168644,0.018282409152950718
276,GRP,5,6,0.8926411444055,0.017072890572481347
277,GRP,5,7,0.893725763498967,0.01626886310891167
278,GRP,5,8,0.8942056835273775,0.01566177249897902
279,GRP,5,9,0.8948571166349224,0.015233844176079273
280,GRP,5,10,0.8948967044413647,0.014821902111898573
281,GRP,5,11,0.8956216012826133,0.014500904320900227
282,GRP,5,12,0.8952472648124298,0.014407965787357958
283,GRP,5,13,0.8952816729887869,0.013853787323163025
284,GRP,5,14,0.8953006876883494,0.014124856559100014
285,GRP,6,0,0.8543453916527382,0.0379264537757282
286,GRP,6,1,0.8765197737981971,0.028608570765459675
287,GRP,6,2,0.8855826817159974,0.022398887972774898
288,GRP,6,3,0.89060255657338,0.01834513327748732
289,GRP,6,4,0.8932688397218513,0.01613578126218118
290,GRP,6,5,0.8952310350250974,0.014933691402220828
291,GRP,6,6,0.8964251190021191,0.013912830042513123
292,GRP,6,7,0.8968614682195974,0.01338684648000398
293,GRP,6,8,0.8974146924044234,0.01297228178495763
294,GRP,6,9,0.896925095152327,0.01280763197302155
295,GRP,6,10,0.8976732751662853,0.012667488225385413
296,GRP,6,11,0.8981562666066114,0.013042977518341794
297,GRP,6,12,0.8967917855638092,0.012651748737086617
298,GRP,6,13,0.896884656775744,0.012236701471059106
299,GRP,6,14,0.8974913419926995,0.012885793849845829
300,GRP,7,0,0.8559269537282782,0.03688194996260454
301,GRP,7,1,0.8706307273749644,0.03397255175107599
302,GRP,7,2,0.8801572784673775,0.029538917751522165
303,GRP,7,3,0.884726679144673,0.024014330967495886
304,GRP,7,4,0.8895625680477858,0.020373645270315602
305,GRP,7,5,0.8918777950332719,0.016994054949427944
306,GRP,7,6,0.8942549616977068,0.015326052890925158
307,GRP,7,7,0.8952280359881721,0.014105711052632516
308,GRP,7,8,0.8962346305549358,0.013301669896510729
309,GRP,7,9,0.8969869913222649,0.012805409065294765
310,GRP,7,10,0.8978895500075946,0.012338930290971968
311,GRP,7,11,0.8977659088877831,0.012120642497215632
312,GRP,7,12,0.8983861955225703,0.01214618751044176
313,GRP,7,13,0.8985442950419085,0.012194925927148596
314,GRP,7,14,0.8989285500962442,0.011736108865694293
